Parameters for c*ln(x-a)+b = [-78.40062517 -52.64024484  14.83964357]

Minima for steel_close(t7)
t		°C
206.0		31.3
408.0		38.83
608.0		44.34
808.0		48.52
1010.0		51.11
1210.0		53.4

Maxima for steel_close(t7)
t		°C
110.0		42.41
310.0		50.46
510.0		56.78
714.0		61.57
910.0		64.56
1110.0		67.01
1310.0		68.98
