#	Temperatur 1 (°C)	Temperatur 2 (°C)	Temperatur 3 (°C)	Temperatur 4 (°C)	Temperatur 5 (°C)	Temperatur 6 (°C)	Temperatur 7 (°C)	Temperatur 8 (°C)	Zeit (s)
624	60.72	69.63	69.01	58.10	65.80	73.22	60.63	47.46	1246.0000
625	60.97	69.98	69.36	58.39	66.26	73.62	61.07	47.46	1248.0000
626	61.22	70.31	69.69	58.67	66.72	74.03	61.49	47.46	1250.0000
627	61.48	70.63	70.00	58.95	67.16	74.41	61.90	47.46	1252.0000
628	61.72	70.92	70.30	59.22	67.57	74.76	62.29	47.47	1254.0000
629	61.96	71.21	70.57	59.48	68.00	75.11	62.67	47.48	1256.0000
630	62.21	71.48	70.84	59.75	68.41	75.45	63.04	47.51	1258.0000
631	62.45	71.74	71.09	60.02	68.81	75.78	63.41	47.53	1260.0000
632	62.69	71.99	71.33	60.27	69.20	76.10	63.76	47.56	1262.0000
633	62.92	72.23	71.55	60.51	69.58	76.40	64.09	47.58	1264.0000
634	63.16	72.46	71.76	60.75	69.95	76.69	64.41	47.62	1266.0000
635	63.39	72.68	71.97	60.99	70.30	76.97	64.71	47.66	1268.0000
636	63.61	72.88	72.16	61.22	70.65	77.25	65.01	47.69	1270.0000
637	63.83	73.09	72.35	61.46	70.99	77.51	65.30	47.74	1272.0000
638	64.05	73.29	72.53	61.68	71.32	77.76	65.58	47.79	1274.0000
639	64.27	73.47	72.69	61.90	71.63	78.01	65.84	47.84	1276.0000
640	64.48	73.65	72.85	62.11	71.94	78.25	66.09	47.89	1278.0000
641	64.69	73.83	73.01	62.32	72.24	78.48	66.34	47.94	1280.0000
642	64.90	74.00	73.17	62.53	72.53	78.70	66.58	48.00	1282.0000
643	65.10	74.17	73.30	62.72	72.81	78.92	66.81	48.05	1284.0000
644	65.30	74.32	73.44	62.92	73.09	79.12	67.03	48.12	1286.0000
645	65.50	74.48	73.57	63.12	73.36	79.32	67.24	48.18	1288.0000
646	65.69	74.63	73.70	63.31	73.61	79.52	67.45	48.25	1290.0000
647	65.87	74.77	73.83	63.49	73.87	79.71	67.65	48.32	1292.0000
648	66.06	74.91	73.95	63.67	74.12	79.90	67.84	48.38	1294.0000
649	66.24	75.05	74.07	63.84	74.36	80.07	68.03	48.45	1296.0000
650	66.42	75.19	74.18	64.02	74.59	80.24	68.21	48.52	1298.0000
651	66.60	75.32	74.29	64.18	74.81	80.41	68.38	48.59	1300.0000
652	66.77	75.44	74.39	64.35	75.03	80.56	68.54	48.67	1302.0000
653	66.94	75.48	74.37	64.51	75.24	80.35	68.70	48.74	1304.0000
654	67.11	75.26	74.03	64.66	75.37	79.57	68.83	48.81	1306.0000
655	67.26	74.80	73.42	64.79	75.39	78.50	68.94	48.88	1308.0000
656	67.39	74.17	72.64	64.89	75.28	77.34	68.98	48.96	1310.0000
657	67.47	73.47	71.76	64.94	75.04	76.18	68.93	49.03	1312.0000
658	67.50	72.73	70.85	64.94	74.73	75.08	68.81	49.11	1314.0000
659	67.50	72.00	69.97	64.89	74.34	74.05	68.63	49.18	1316.0000
660	67.44	71.27	69.11	64.80	73.92	73.08	68.38	49.25	1318.0000
